CASEID,ENQUIRYTYPEID,SUBJECTNAME,REASONNAME,TYPENAME,TITLE,OPENEDDATETIMESTRING,CASESTATUS,ADDRESS,ZIP,CLOSEDDATETIMESTRING,LastUpdateDate,EndDate,EndTime,StartDate,StartTime,LATITUDE,LONGITUDE
5007977,101000172,Property,Private Property,Residential Conditions Complaint HOD Tenant,Res Con Tenant HOD: Structural,13/08/18 11:45,0,N A W GRIMES BLVD,78665,16/08/18 08:45,19/02/19 11:18,08/13/2018,11:45 AM,08/13/2018,11:45 AM,30.57111257,-97.64985918
5007981,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,01/08/18 15:29,0,WHITE WING WAY,78664,03/08/18 08:29,19/02/19 11:18,08/01/2018,03:29 PM,08/01/2018,03:29 PM,30.50402723,-97.67060949
5008035,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,13/08/18 17:44,0,PENNY LN,78681,14/08/18 16:44,19/02/19 11:18,08/13/2018,05:44 PM,08/13/2018,05:44 PM,30.49785089,-97.69056359
5008040,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 047LYM - Pct # 5,13/08/18 18:14,0, , ,16/08/18 23:14,19/02/19 11:18,08/13/2018,06:14 PM,08/13/2018,06:14 PM,30.44525602,-97.67971836
5008057,101000007,Sidewalks,Snow & Ice,Sidewalk Snow & Ice Complaint,Sidewalk Snow & Ice Complaint,19/12/18 11:45,0,N A W GRIMES BLVD,78665,20/12/18 21:45,19/02/19 11:18,12/19/2018,11:45 AM,12/19/2018,11:45 AM,30.55338082,-97.65082538
5008065,101000006,Sidewalks,Complaints,Sidewalk Structural Complaint,Sidewalk Structural Complaint,30/07/18 15:12,0,CR 112,78665,02/08/18 01:12,19/02/19 11:18,07/30/2018,03:12 PM,07/30/2018,03:12 PM,30.557143,-97.642067
5008113,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: - Pct # 2,13/08/18 12:39,0,LANTANA DR,78664,14/08/18 18:39,19/02/19 11:18,08/13/2018,12:39 PM,08/13/2018,12:39 PM,30.527178,-97.65620888
5008135,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 871AUJ - Pct # 3,06/08/18 11:48,0, , ,11/08/18 00:48,19/02/19 11:18,08/06/2018,11:48 AM,08/06/2018,11:48 AM,30.46623168,-97.65318895
5008163,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,05/08/18 09:16,0, , ,06/08/18 14:16,19/02/19 11:18,08/05/2018,09:16 AM,08/05/2018,09:16 AM,30.44207113,-97.63492572
5008182,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,08/08/18 19:52,0,WARNER RANCH DR,78664,12/08/18 15:52,19/02/19 11:18,08/08/2018,07:52 PM,08/08/2018,07:52 PM,30.47183917,-97.6557457
5008199,101000323,Public Safety,Police,Suspicious Activity,Police Suspicious Activity,09/08/18 10:18,0,CHISHOLM VALLEY DR,78681,12/08/18 08:18,19/02/19 11:18,08/09/2018,10:18 AM,08/09/2018,10:18 AM,30.48941429,-97.6939654
5008214,101000006,Sidewalks,Complaints,Sidewalk Structural Complaint,Sidewalk Structural Complaint,08/08/18 12:00,0, , ,08/08/18 13:00,19/02/19 11:18,08/08/2018,12:00 PM,08/08/2018,12:00 PM,30.4613202,-97.62142317
5008220,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 977LNE - Pct # 3,08/08/18 12:30,0, , ,13/08/18 03:30,19/02/19 11:18,08/08/2018,12:30 PM,08/08/2018,12:30 PM,30.47414836,-97.61608023
5008282,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,31/07/18 15:06,0,HICKORY RIDGE CV,78665,01/08/18 04:06,19/02/19 11:18,07/31/2018,03:06 PM,07/31/2018,03:06 PM,30.49829237,-97.64068922
5008295,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,08/08/18 09:27,0, , ,11/08/18 23:27,19/02/19 11:18,08/08/2018,09:27 AM,08/08/2018,09:27 AM,30.4524764,-97.61408152
5008303,101000172,Property,Private Property,Residential Conditions Complaint HOD Tenant,Res Con Tenant HOD: Ext Nui and Structural,16/08/18 15:35,0,BALSAM WAY,78665,18/08/18 15:35,19/02/19 11:18,08/16/2018,03:35 PM,08/16/2018,03:35 PM,30.52739543,-97.64753233
5008306,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,16/08/18 15:42,0, , ,16/08/18 18:42,19/02/19 11:18,08/16/2018,03:42 PM,08/16/2018,03:42 PM,30.44930109,-97.65324492
5008314,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish Veg,16/08/18 16:11,0,SERVICE,78628,18/08/18 09:11,19/02/19 11:18,08/16/2018,04:11 PM,08/16/2018,04:11 PM,30.57175326,-97.70162259
5008350,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,14/08/18 16:03,0,BLESSING ST,78681,16/08/18 13:03,19/02/19 11:18,08/14/2018,04:03 PM,08/14/2018,04:03 PM,30.48706865,-97.69270296
5008383,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,19/08/18 19:40,0, , ,20/08/18 04:40,19/02/19 11:18,08/19/2018,07:40 PM,08/19/2018,07:40 PM,30.43487196,-97.65793046
5008407,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 951HDP - Pct # 4,10/08/18 12:20,0,OAKMONT DR,78665,10/08/18 18:20,19/02/19 11:18,08/10/2018,12:20 PM,08/10/2018,12:20 PM,30.56150678,-97.68903884
5008423,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,12/08/18 11:02,0,PARKSIDE CIR,78664,16/08/18 03:02,19/02/19 11:18,08/12/2018,11:02 AM,08/12/2018,11:02 AM,30.50189722,-97.6611525
5008424,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,12/08/18 11:04,0,GREENLAWN BLVD,78664,13/08/18 16:04,19/02/19 11:18,08/12/2018,11:04 AM,08/12/2018,11:04 AM,30.50279404,-97.66114205
5008429,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,12/08/18 11:14,0,GREENLAWN BLVD,78664,16/08/18 17:14,19/02/19 11:18,08/12/2018,11:14 AM,08/12/2018,11:14 AM,30.49901644,-97.66385542
5008449,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN YBK0307 - Pct # 2,13/08/18 08:22,0,BAMFIELD CV,78665,14/08/18 16:22,19/02/19 11:18,08/13/2018,08:22 AM,08/13/2018,08:22 AM,30.50558813,-97.61899904
5008455,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,13/08/18 09:05,0,DELL WAY,78664,18/08/18 04:05,19/02/19 11:18,08/13/2018,09:05 AM,08/13/2018,09:05 AM,30.48452169,-97.66770813
5008474,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,12/08/18 17:38,0, , ,14/08/18 01:38,19/02/19 11:18,08/12/2018,05:38 PM,08/12/2018,05:38 PM,30.46672018,-97.6250068
5008478,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,12/08/18 17:45,0, , ,14/08/18 07:45,19/02/19 11:18,08/12/2018,05:45 PM,08/12/2018,05:45 PM,30.46464811,-97.61736239
5008483,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,05/08/18 13:35,0,DEER RUN,78681,06/08/18 14:35,19/02/19 11:18,08/05/2018,01:35 PM,08/05/2018,01:35 PM,30.50072849,-97.68918872
5008492,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct # 3,12/08/18 18:29,0,GREENLAWN BLVD,78664,14/08/18 16:29,19/02/19 11:18,08/12/2018,06:29 PM,08/12/2018,06:29 PM,30.50175774,-97.66218766
5008497,101000007,Sidewalks,Snow & Ice,Sidewalk Snow & Ice Complaint,Sidewalk Snow & Ice Complaint,19/12/18 15:53,0,JARRETT WAY,78728,24/12/18 13:53,19/02/19 11:18,12/19/2018,03:53 PM,12/19/2018,03:53 PM,30.47400052,-97.67919856
5008517,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,05/08/18 19:06,0,LAKESIDE LOOP,78665,10/08/18 09:06,19/02/19 11:18,08/05/2018,07:06 PM,08/05/2018,07:06 PM,30.54840168,-97.66216774
5008585,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN XUE763 - Pct # 3,06/08/18 15:07,0,S A W GRIMES BLVD,78664,07/08/18 04:07,19/02/19 11:18,08/06/2018,03:07 PM,08/06/2018,03:07 PM,30.48966404,-97.65127039
5008586,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct # 2,06/08/18 15:14,0,DEERHOUND PL,78664,11/08/18 07:14,19/02/19 11:18,08/06/2018,03:14 PM,08/06/2018,03:14 PM,30.53982369,-97.65958414
5008591,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish Veg,05/08/18 14:47,0, , ,08/08/18 21:47,19/02/19 11:18,08/05/2018,02:47 PM,08/05/2018,02:47 PM,30.47106462,-97.61989032
5008599,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,05/08/18 15:17,0,N IH 35 FR,78681,08/08/18 12:17,19/02/19 11:18,08/05/2018,03:17 PM,08/05/2018,03:17 PM,30.56560528,-97.69443714
5008601,101000048,Utilities Related,Sewer & Storm Drain,Sewer Issues,Sewer Issue ,05/08/18 15:19,0,N A W GRIMES BLVD,78665,08/08/18 20:19,19/02/19 11:18,08/05/2018,03:19 PM,08/05/2018,03:19 PM,30.5489771,-97.65032252
5008627,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,15/08/18 09:54,0,CHATELLE DR,78681,16/08/18 05:54,19/02/19 11:18,08/15/2018,09:54 AM,08/15/2018,09:54 AM,30.54174582,-97.70762325
5008633,101000171,Property,Private Property,Residential Conditions Complaint HOD,Res Con HOD: Ext Nuisance,15/08/18 10:02,0,SUNDANCE PKWY,78681,16/08/18 00:02,19/02/19 11:18,08/15/2018,10:02 AM,08/15/2018,10:02 AM,30.48337148,-97.68049381
5008669,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,12/08/18 11:37,0,JARRETT WAY,78728,14/08/18 22:37,19/02/19 11:18,08/12/2018,11:37 AM,08/12/2018,11:37 AM,30.4695534,-97.68179851
5008677,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,07/08/18 08:24,0,CREEK RIDGE LN,78664,11/08/18 14:24,19/02/19 11:18,08/07/2018,08:24 AM,08/07/2018,08:24 AM,30.51200891,-97.65310639
5008695,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,12/08/18 11:55,0, , ,16/08/18 00:55,19/02/19 11:18,08/12/2018,11:55 AM,08/12/2018,11:55 AM,30.57182988,-97.70924532
5008701,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,09/08/18 10:32,0,LOUIS HENNA BLVD,78664,10/08/18 07:32,19/02/19 11:18,08/09/2018,10:32 AM,08/09/2018,10:32 AM,30.48314821,-97.65509446
5008704,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,09/08/18 10:36,0,RM 1431,78681,09/08/18 12:36,19/02/19 11:18,08/09/2018,10:36 AM,08/09/2018,10:36 AM,30.55430206,-97.70269648
5008726,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,09/08/18 11:04,0, , ,10/08/18 19:04,19/02/19 11:18,08/09/2018,11:04 AM,08/09/2018,11:04 AM,30.47564489,-97.61735702
5008731,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish Veg,19/08/18 10:48,0, , ,23/08/18 01:48,19/02/19 11:18,08/19/2018,10:48 AM,08/19/2018,10:48 AM,30.43243886,-97.67240852
5008757,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,08/08/18 10:02,0, , ,10/08/18 07:02,19/02/19 11:18,08/08/2018,10:02 AM,08/08/2018,10:02 AM,30.44354271,-97.612743
5008765,101000172,Property,Private Property,Residential Conditions Complaint HOD Tenant,Residential Conditions Complaint HOD Tenant,07/08/18 12:28,0,N IH 35 FWY,78681,08/08/18 09:28,19/02/19 11:18,08/07/2018,12:28 PM,08/07/2018,12:28 PM,30.51437187,-97.68745494
5008804,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,06/08/18 17:22,0, , ,10/08/18 13:22,19/02/19 11:18,08/06/2018,05:22 PM,08/06/2018,05:22 PM,30.44460959,-97.71615952
5008814,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 738JBP - Pct # 3,06/08/18 18:02,0,PARKSIDE CIR,78664,08/08/18 09:02,19/02/19 11:18,08/06/2018,06:02 PM,08/06/2018,06:02 PM,30.49846714,-97.66204052
5008838,101000039,Streets,Traffic Signal / Signs,Traffic Signal Timing Issue,Traffic Signal Timing Issue,06/08/18 09:20,0, , ,06/08/18 17:20,19/02/19 11:18,08/06/2018,09:20 AM,08/06/2018,09:20 AM,30.57553211,-97.7115186
5008847,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,23/08/18 12:35,0,OAKMONT DR,78665,25/08/18 18:35,19/02/19 11:18,08/23/2018,12:35 PM,08/23/2018,12:35 PM,30.56482102,-97.6852108
5008853,101000040,Streets,Traffic Signal / Signs,Traffic Signal Trouble,Traffic Signal Trouble,07/08/18 08:02,0,RAWHIDE LOOP,78681,11/08/18 20:02,19/02/19 11:18,08/07/2018,08:02 AM,08/07/2018,08:02 AM,30.49202102,-97.68085586
5008882,101000030,Streets,Snow & Ice,Snow & Ice Complaint,Streets Snow & Ice Complaint,20/12/18 11:41,0,S KENNEY FORT BLVD,78665,24/12/18 20:41,19/02/19 11:18,12/20/2018,11:41 AM,12/20/2018,11:41 AM,30.52024699,-97.63928203
5008885,101000171,Property,Private Property,Residential Conditions Complaint HOD,Residential Conditions Complaint HOD,07/08/18 14:30,0,CR 172,78681,09/08/18 04:30,19/02/19 11:18,08/07/2018,02:30 PM,08/07/2018,02:30 PM,30.47853884,-97.69406013
5008902,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,28/08/18 13:28,0, , ,02/09/18 13:28,19/02/19 11:18,08/28/2018,01:28 PM,08/28/2018,01:28 PM,30.46807854,-97.62293114
5008922,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,15/08/18 08:48,0,W LOUIS HENNA BLVD,78681,17/08/18 18:48,19/02/19 11:18,08/15/2018,08:48 AM,08/15/2018,08:48 AM,30.47840284,-97.68693757
5008935,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 251ekm - Pct # 1,15/08/18 09:06,0,E PALM VALLEY BLVD,78664,18/08/18 02:06,19/02/19 11:18,08/15/2018,09:06 AM,08/15/2018,09:06 AM,30.51979434,-97.67468677
5008939,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 872kby - Pct # 1,15/08/18 09:07,0,E PALM VALLEY BLVD,78664,17/08/18 10:07,19/02/19 11:18,08/15/2018,09:07 AM,08/15/2018,09:07 AM,30.51979434,-97.67468677
5008942,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 802klb - Pct # 1,15/08/18 09:07,0,E PALM VALLEY BLVD,78664,20/08/18 00:07,19/02/19 11:18,08/15/2018,09:07 AM,08/15/2018,09:07 AM,30.51979434,-97.67468677
5008946,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,21/08/18 14:49,0,RM 1431,78681,24/08/18 05:49,19/02/19 11:18,08/21/2018,02:49 PM,08/21/2018,02:49 PM,30.55622504,-97.71030064
5008962,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 704KWX - Pct # 3,17/08/18 14:29,0,GLENN DR,78664,22/08/18 05:29,19/02/19 11:18,08/17/2018,02:29 PM,08/17/2018,02:29 PM,30.46720915,-97.64989799
5008982,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,13/08/18 12:47,0,FM 1325 RD,78681,17/08/18 17:47,19/02/19 11:18,08/13/2018,12:47 PM,08/13/2018,12:47 PM,30.46898131,-97.68698912
5008988,101000167,Property,Private Property,Exterior Nuisance Complaint,Exterior Nuisance Complaint,13/08/18 13:04,0,SETTLEMENT DR,78665,13/08/18 17:04,19/02/19 11:18,08/13/2018,01:04 PM,08/13/2018,01:04 PM,30.54016345,-97.66664246
5008991,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,13/08/18 13:09,0, , ,15/08/18 21:09,19/02/19 11:18,08/13/2018,01:09 PM,08/13/2018,01:09 PM,30.447064,-97.67844167
5009006,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,08/08/18 16:17,0,N A W GRIMES BLVD,78664,11/08/18 09:17,19/02/19 11:18,08/08/2018,04:17 PM,08/08/2018,04:17 PM,30.52382824,-97.65654526
5009015,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,08/08/18 18:15,0,RM 1431,78681,10/08/18 05:15,19/02/19 11:18,08/08/2018,06:15 PM,08/08/2018,06:15 PM,30.56213659,-97.70068329
5009041,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,15/08/18 11:25,0,WARNER RANCH DR,78664,15/08/18 23:25,19/02/19 11:18,08/15/2018,11:25 AM,08/15/2018,11:25 AM,30.48315372,-97.65250422
5009062,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,08/08/18 10:53,0,GREENLAWN BLVD,78664,11/08/18 04:53,19/02/19 11:18,08/08/2018,10:53 AM,08/08/2018,10:53 AM,30.49920164,-97.66404659
5009072,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: ,16/08/18 12:42,0,N IH 35 FWY,78665,17/08/18 01:42,19/02/19 11:18,08/16/2018,12:42 PM,08/16/2018,12:42 PM,30.56908135,-97.69267537
5009183,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN XUU649 - Pct # 2,08/08/18 11:06,0,WALLIN LOOP,78664,10/08/18 09:06,19/02/19 11:18,08/08/2018,11:06 AM,08/08/2018,11:06 AM,30.53307349,-97.66152322
5009191,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,28/08/18 18:57,0,HASELWOOD LN,78665,30/08/18 05:57,19/02/19 11:18,08/28/2018,06:57 PM,08/28/2018,06:57 PM,30.55430061,-97.63146461
5009194,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,14/08/18 09:03,0, , ,17/08/18 07:03,19/02/19 11:18,08/14/2018,09:03 AM,08/14/2018,09:03 AM,30.44661037,-97.62603835
5009199,101000006,Sidewalks,Complaints,Sidewalk Structural Complaint,Sidewalk Structural Complaint,28/08/18 18:58,0, , ,28/08/18 21:58,19/02/19 11:18,08/28/2018,06:58 PM,08/28/2018,06:58 PM,30.47135956,-97.6316259
5009211,101000040,Streets,Traffic Signal / Signs,Traffic Signal Trouble,Traffic Signal Trouble,23/08/18 13:33,0, , ,26/08/18 00:33,19/02/19 11:18,08/23/2018,01:33 PM,08/23/2018,01:33 PM,30.47420264,-97.6314933
5009226,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 4AK332 - Pct # 5,12/08/18 12:50,0,ROUND ROCK WEST DR,78681,15/08/18 05:50,19/02/19 11:18,08/12/2018,12:50 PM,08/12/2018,12:50 PM,30.50333097,-97.68842448
5009231,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,14/08/18 10:04,0,S IH 35 FR,78664,15/08/18 10:04,19/02/19 11:18,08/14/2018,10:04 AM,08/14/2018,10:04 AM,30.46393411,-97.66712565
5009234,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 696lml - Pct # 4,14/08/18 10:07,0,SERVICE,78681,19/08/18 00:07,19/02/19 11:18,08/14/2018,10:07 AM,08/14/2018,10:07 AM,30.54541575,-97.69507634
5009237,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,12/08/18 13:10,0,DESERT CANDLE DR,78681,14/08/18 06:10,19/02/19 11:18,08/12/2018,01:10 PM,08/12/2018,01:10 PM,30.54053556,-97.71335698
5009250,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 926KXE - Pct # 3,19/08/18 11:31,0,E LOGAN ST,78664,23/08/18 00:31,19/02/19 11:18,08/19/2018,11:31 AM,08/19/2018,11:31 AM,30.50239861,-97.67102552
5009258,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,27/12/18 10:05,0,GLENN DR,78664,28/12/18 14:05,19/02/19 11:18,12/27/2018,10:05 AM,12/27/2018,10:05 AM,30.46684645,-97.65066876
5009267,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish Veg,12/08/18 15:51,0,SERVICE,78665,13/08/18 17:51,19/02/19 11:18,08/12/2018,03:51 PM,08/12/2018,03:51 PM,30.52609332,-97.62133986
5009271,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,12/08/18 15:56,0,WYOMING SPRINGS DR,78681,14/08/18 17:56,19/02/19 11:18,08/12/2018,03:56 PM,08/12/2018,03:56 PM,30.54971759,-97.71373973
5009278,101000007,Sidewalks,Snow & Ice,Sidewalk Snow & Ice Complaint,Sidewalk Snow & Ice Complaint,27/12/18 13:50,1,RM 1431,78681,28/12/18 13:50,19/02/19 11:18,12/27/2018,01:50 PM,12/27/2018,01:50 PM,30.55887108,-97.71031526
5009287,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Vehicle,15/08/18 11:46,0, , ,16/08/18 04:46,19/02/19 11:18,08/15/2018,11:46 AM,08/15/2018,11:46 AM,30.44430498,-97.63180855
5009290,101001081,Sidewalks,Snow & Ice,Sidewalk Snow and Ice - SS,Sidewalk Snow and Ice - SS,27/12/18 14:09,1, , ,29/12/18 12:09,19/02/19 11:18,12/27/2018,02:09 PM,12/27/2018,02:09 PM,30.44429486,-97.62252324
5009295,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,13/08/18 13:42,0,AMANDA CV,78681,15/08/18 09:42,19/02/19 11:18,08/13/2018,01:42 PM,08/13/2018,01:42 PM,30.49011982,-97.69358287
5009299,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,15/08/18 11:55,0,SHADOWPOINT CV,78665,18/08/18 09:55,19/02/19 11:18,08/15/2018,11:55 AM,08/15/2018,11:55 AM,30.55611962,-97.63073653
5009317,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct # 3,16/08/18 12:59,0,GLENN DR,78664,17/08/18 09:59,19/02/19 11:18,08/16/2018,12:59 PM,08/16/2018,12:59 PM,30.46720915,-97.64989799
